run,km,model,fit,p10,p90,n_points,inside,scored
"v10b pass (160 Mm3, 4% water)",41.9,68.01,49.00,11.00,65.40,6,0,1
"v10b pass (160 Mm3, 4% water)",42.0,67.70,49.00,11.00,65.40,6,0,1
"v10b pass (160 Mm3, 4% water)",42.1,67.22,49.00,11.00,65.40,6,0,1
"v10b pass (160 Mm3, 4% water)",42.2,66.74,38.60,10.20,65.60,5,0,1
"v10b pass (160 Mm3, 4% water)",42.3,66.25,38.60,10.20,65.60,5,0,1
"v10b pass (160 Mm3, 4% water)",42.4,65.77,51.30,11.00,72.00,6,1,1
"v10b pass (160 Mm3, 4% water)",42.5,65.15,51.30,11.00,72.00,6,1,1
"v10b pass (160 Mm3, 4% water)",42.6,64.53,64.10,11.70,70.90,7,1,1
"v10b pass (160 Mm3, 4% water)",42.7,63.91,59.70,12.50,69.90,8,1,1
"v10b pass (160 Mm3, 4% water)",42.8,63.29,55.40,11.70,70.90,7,1,1
"v10b pass (160 Mm3, 4% water)",42.9,62.95,55.40,11.70,70.90,7,1,1
"v10b pass (160 Mm3, 4% water)",43.0,62.61,55.40,11.70,70.90,7,1,1
"v10b pass (160 Mm3, 4% water)",43.1,62.27,55.40,11.70,81.10,7,1,1
"v10b pass (160 Mm3, 4% water)",43.2,61.92,66.20,29.00,93.20,7,1,1
"v10b pass (160 Mm3, 4% water)",43.3,61.44,77.30,39.10,105.10,7,1,1
"v10b pass (160 Mm3, 4% water)",43.4,60.96,86.80,61.80,105.10,7,0,1
"v10b pass (160 Mm3, 4% water)",43.5,60.48,90.70,62.90,104.60,8,0,1
"v10b pass (160 Mm3, 4% water)",43.6,60.00,86.80,64.00,104.00,9,0,1
"v10b pass (160 Mm3, 4% water)",43.7,59.74,83.40,55.40,102.90,11,1,1
"v10b pass (160 Mm3, 4% water)",43.8,59.49,77.30,52.60,102.00,13,1,1
"v10b pass (160 Mm3, 4% water)",43.9,59.23,77.30,52.60,102.00,13,1,1
"v10b pass (160 Mm3, 4% water)",44.0,58.98,71.80,53.30,101.10,15,1,1
"v10b pass (160 Mm3, 4% water)",44.1,58.80,74.90,54.00,100.20,17,1,1
"v10b pass (160 Mm3, 4% water)",44.2,58.62,73.30,54.30,99.70,18,1,1
"v10b pass (160 Mm3, 4% water)",44.3,58.44,74.90,54.70,99.30,19,1,1
"v10b pass (160 Mm3, 4% water)",44.4,58.26,74.90,54.70,99.30,19,1,1
"v10b pass (160 Mm3, 4% water)",44.5,58.08,73.30,53.30,98.80,20,1,1
"v10b pass (160 Mm3, 4% water)",44.6,57.91,71.80,53.50,98.40,21,1,1
"v10b pass (160 Mm3, 4% water)",44.7,57.73,73.30,53.30,98.80,20,1,1
"v10b pass (160 Mm3, 4% water)",44.8,57.55,71.80,52.00,98.40,21,1,1
"v10b pass (160 Mm3, 4% water)",44.9,57.86,73.30,52.10,98.00,22,1,1
"v10b pass (160 Mm3, 4% water)",45.0,58.17,73.30,50.00,97.20,24,1,1
"v10b pass (160 Mm3, 4% water)",45.1,58.47,73.30,50.00,97.20,24,1,1
"v10b pass (160 Mm3, 4% water)",45.2,58.78,71.80,49.70,97.60,23,1,1
"v10b pass (160 Mm3, 4% water)",45.3,58.37,71.60,49.20,90.30,21,1,1
"v10b pass (160 Mm3, 4% water)",45.4,57.96,70.00,48.00,87.50,20,1,1
"v10b pass (160 Mm3, 4% water)",45.5,57.55,70.00,39.90,90.00,22,1,1
"v10b pass (160 Mm3, 4% water)",45.6,57.14,67.00,41.00,86.50,23,1,1
"v10b pass (160 Mm3, 4% water)",45.7,56.75,65.80,42.00,84.90,24,1,1
"v10b pass (160 Mm3, 4% water)",45.8,56.35,67.70,40.20,86.40,22,1,1
"v10b pass (160 Mm3, 4% water)",45.9,55.95,67.70,42.70,84.90,24,1,1
"v10b pass (160 Mm3, 4% water)",46.0,55.56,67.70,45.20,83.30,26,1,1
"v10b pass (160 Mm3, 4% water)",46.1,55.30,67.70,43.90,84.10,25,1,1
"v10b pass (160 Mm3, 4% water)",46.2,55.05,65.10,42.70,84.90,24,1,1
"v10b pass (160 Mm3, 4% water)",46.3,54.79,64.60,41.40,79.30,23,1,1
"v10b pass (160 Mm3, 4% water)",46.4,54.54,64.60,41.40,78.30,23,1,1
"v10b pass (160 Mm3, 4% water)",46.5,54.32,65.50,43.90,79.20,25,1,1
"v10b pass (160 Mm3, 4% water)",46.6,54.10,65.90,41.80,82.30,26,1,1
"v10b pass (160 Mm3, 4% water)",46.7,53.88,65.90,41.80,82.50,26,1,1
"v10b pass (160 Mm3, 4% water)",46.8,53.66,68.80,48.00,91.20,26,1,1
"v10b pass (160 Mm3, 4% water)",46.9,53.38,67.70,48.70,90.80,27,1,1
"v10b pass (160 Mm3, 4% water)",47.0,53.10,67.70,50.10,92.40,29,1,1
"v10b pass (160 Mm3, 4% water)",47.1,52.82,67.00,49.70,93.00,28,1,1
"v10b pass (160 Mm3, 4% water)",47.2,52.54,67.70,50.30,92.40,29,1,1
"v10b pass (160 Mm3, 4% water)",47.3,52.20,67.70,51.40,91.30,31,1,1
"v10b pass (160 Mm3, 4% water)",47.4,51.85,67.70,46.90,90.30,33,1,1
"v10b pass (160 Mm3, 4% water)",47.5,51.51,67.00,47.50,89.90,34,1,1
"v10b pass (160 Mm3, 4% water)",47.6,51.16,67.00,51.70,86.50,34,0,1
"v10b pass (160 Mm3, 4% water)",47.7,50.88,68.60,51.70,86.50,34,0,1
"v10b pass (160 Mm3, 4% water)",47.8,50.60,69.50,45.80,86.60,31,1,1
"v10b pass (160 Mm3, 4% water)",47.9,50.31,67.70,45.80,86.60,31,1,1
"v10b pass (160 Mm3, 4% water)",48.0,50.03,66.30,46.80,86.50,33,1,1
"v10b pass (160 Mm3, 4% water)",48.1,49.61,64.60,46.80,86.50,33,1,1
"v10b pass (160 Mm3, 4% water)",48.2,49.18,63.60,46.20,86.50,34,1,1
"v10b pass (160 Mm3, 4% water)",48.3,48.75,60.70,45.00,86.50,34,1,1
"v10b pass (160 Mm3, 4% water)",48.4,48.33,60.60,41.30,86.40,35,1,1
"v10b pass (160 Mm3, 4% water)",48.5,47.93,60.50,39.60,86.40,37,1,1
"v10b pass (160 Mm3, 4% water)",48.6,47.53,57.10,39.60,86.50,37,1,1
"v10b pass (160 Mm3, 4% water)",48.7,47.13,57.00,39.60,86.30,37,1,1
"v10b pass (160 Mm3, 4% water)",48.8,46.73,56.00,39.60,81.00,36,1,1
"v10b pass (160 Mm3, 4% water)",48.9,46.43,55.80,39.60,74.70,35,1,1
"v10b pass (160 Mm3, 4% water)",49.0,46.14,55.80,39.60,75.90,37,1,1
"v10b pass (160 Mm3, 4% water)",49.1,45.84,55.60,39.50,74.20,37,1,1
"v10b pass (160 Mm3, 4% water)",49.2,45.55,54.80,38.90,73.90,38,1,1
"v10b pass (160 Mm3, 4% water)",49.3,45.29,52.60,34.70,69.90,37,1,1
"v10b pass (160 Mm3, 4% water)",49.4,45.04,53.30,34.30,68.80,36,1,1
"v10b pass (160 Mm3, 4% water)",49.5,44.78,52.60,31.50,68.50,37,1,1
"v10b pass (160 Mm3, 4% water)",49.6,44.53,54.00,31.50,68.50,37,1,1
"v10b pass (160 Mm3, 4% water)",49.7,44.48,52.40,31.30,65.70,36,1,1
"v10b pass (160 Mm3, 4% water)",49.8,44.43,50.90,30.80,63.80,33,1,1
"v10b pass (160 Mm3, 4% water)",49.9,44.38,48.20,27.40,63.80,33,1,1
"v10b pass (160 Mm3, 4% water)",50.0,44.33,47.10,26.30,63.30,35,1,1
"v10b pass (160 Mm3, 4% water)",50.1,44.12,46.00,25.90,61.60,33,1,1
"v10b pass (160 Mm3, 4% water)",50.2,43.91,45.30,25.80,61.80,32,1,1
"v10b pass (160 Mm3, 4% water)",50.3,43.70,44.60,25.40,62.90,29,1,1
"v10b pass (160 Mm3, 4% water)",50.4,43.49,46.00,25.20,64.00,27,1,1
"v10b pass (160 Mm3, 4% water)",50.5,42.98,46.00,25.20,64.00,27,1,1
"v10b pass (160 Mm3, 4% water)",50.6,42.47,48.20,25.00,65.00,25,1,1
"v10b pass (160 Mm3, 4% water)",50.7,41.96,48.20,24.90,61.60,23,1,1
"v10b pass (160 Mm3, 4% water)",50.8,41.45,43.00,24.30,62.90,19,1,1
"v10b pass (160 Mm3, 4% water)",50.9,40.95,40.30,24.10,63.50,18,1,1
"v10b pass (160 Mm3, 4% water)",51.0,40.46,40.30,24.10,63.50,18,1,1
"v10b pass (160 Mm3, 4% water)",51.1,39.97,37.00,23.70,61.20,16,1,1
"v10b pass (160 Mm3, 4% water)",51.2,39.47,37.00,24.90,59.50,14,1,1
"v10b pass (160 Mm3, 4% water)",51.3,39.30,39.60,23.80,60.70,10,1,1
"v10b pass (160 Mm3, 4% water)",51.4,39.12,30.40,22.90,58.00,9,1,1
"v10b pass (160 Mm3, 4% water)",51.5,38.94,30.40,22.90,58.00,9,1,1
"v10b pass (160 Mm3, 4% water)",51.6,38.76,38.90,22.00,58.50,8,1,1
"v10b pass (160 Mm3, 4% water)",51.7,38.58,29.00,21.10,53.90,7,1,1
"v10b pass (160 Mm3, 4% water)",51.8,38.39,28.10,20.20,50.30,6,1,1
"v10b pass (160 Mm3, 4% water)",54.6,31.53,24.70,18.60,32.70,5,1,1
"v10b pass (160 Mm3, 4% water)",54.7,31.31,24.70,18.80,37.70,7,1,1
"v10b pass (160 Mm3, 4% water)",54.8,31.09,24.70,18.80,37.70,7,1,1
"v10b pass (160 Mm3, 4% water)",54.9,31.16,23.60,13.70,37.70,8,1,1
"v10b pass (160 Mm3, 4% water)",55.0,31.23,23.60,11.30,37.60,10,1,1
"v10b pass (160 Mm3, 4% water)",55.1,31.30,23.60,11.30,37.60,10,1,1
"v10b pass (160 Mm3, 4% water)",55.2,31.37,24.80,11.30,37.60,10,1,1
"v10b pass (160 Mm3, 4% water)",55.3,31.35,24.80,11.30,37.60,10,1,1
"v10b pass (160 Mm3, 4% water)",55.4,31.33,24.90,11.60,37.90,11,1,1
"v10b pass (160 Mm3, 4% water)",55.5,31.31,24.90,11.60,37.90,11,1,1
"v10b pass (160 Mm3, 4% water)",55.6,31.30,24.80,11.10,37.90,12,1,1
"v10b pass (160 Mm3, 4% water)",55.7,31.21,24.70,11.20,37.80,13,1,1
"v10b pass (160 Mm3, 4% water)",55.8,31.12,24.90,11.30,39.80,15,1,1
"v10b pass (160 Mm3, 4% water)",55.9,31.04,24.80,11.30,39.50,16,1,1
"v10b pass (160 Mm3, 4% water)",56.0,30.95,24.90,11.40,39.20,17,1,1
"v10b pass (160 Mm3, 4% water)",56.1,30.85,24.90,11.50,38.60,19,1,1
"v10b pass (160 Mm3, 4% water)",56.2,30.74,25.20,11.60,38.20,20,1,1
"v10b pass (160 Mm3, 4% water)",56.3,30.64,26.30,12.10,40.80,22,1,1
"v10b pass (160 Mm3, 4% water)",56.4,30.53,27.30,12.50,40.50,23,1,1
"v10b pass (160 Mm3, 4% water)",56.5,30.52,27.30,13.40,40.90,25,1,1
"v10b pass (160 Mm3, 4% water)",56.6,30.51,27.30,12.90,41.00,24,1,1
"v10b pass (160 Mm3, 4% water)",56.7,30.50,27.30,12.90,41.00,24,1,1
"v10b pass (160 Mm3, 4% water)",56.8,30.50,27.30,11.20,41.00,24,1,1
"v10b pass (160 Mm3, 4% water)",56.9,30.78,27.40,13.40,40.90,25,1,1
"v10b pass (160 Mm3, 4% water)",57.0,31.06,27.40,13.80,40.90,26,1,1
"v10b pass (160 Mm3, 4% water)",57.1,31.34,27.30,16.60,40.90,25,1,1
"v10b pass (160 Mm3, 4% water)",57.2,31.62,27.30,16.70,40.90,26,1,1
"v10b pass (160 Mm3, 4% water)",57.3,32.01,27.40,16.90,43.60,27,1,1
"v10b pass (160 Mm3, 4% water)",57.4,32.40,27.40,16.90,42.00,27,1,1
"v10b pass (160 Mm3, 4% water)",57.5,32.79,27.40,16.90,42.00,27,1,1
"v10b pass (160 Mm3, 4% water)",57.6,33.18,27.40,16.90,42.00,27,1,1
"v10b pass (160 Mm3, 4% water)",57.7,33.40,29.00,18.00,42.00,27,1,1
"v10b pass (160 Mm3, 4% water)",57.8,33.62,29.80,18.30,42.30,25,1,1
"v10b pass (160 Mm3, 4% water)",57.9,33.84,30.20,18.50,42.60,24,1,1
"v10b pass (160 Mm3, 4% water)",58.0,34.06,30.60,18.60,42.30,25,1,1
"v10b pass (160 Mm3, 4% water)",58.1,34.07,29.80,18.60,42.30,25,1,1
"v10b pass (160 Mm3, 4% water)",58.2,34.08,29.80,20.30,42.30,25,1,1
"v10b pass (160 Mm3, 4% water)",58.3,34.08,29.40,20.00,40.50,24,1,1
"v10b pass (160 Mm3, 4% water)",58.4,34.09,29.40,20.00,40.50,24,1,1
"v10b pass (160 Mm3, 4% water)",58.5,34.13,29.00,20.30,40.40,25,1,1
"v10b pass (160 Mm3, 4% water)",58.6,34.16,29.00,22.40,39.50,23,1,1
"v10b pass (160 Mm3, 4% water)",58.7,34.20,29.40,22.50,39.80,22,1,1
"v10b pass (160 Mm3, 4% water)",58.8,34.24,31.60,23.90,40.40,20,1,1
"v10b pass (160 Mm3, 4% water)",58.9,33.79,32.10,23.90,40.40,20,1,1
"v10b pass (160 Mm3, 4% water)",59.0,33.35,32.10,24.20,42.50,22,1,1
"v10b pass (160 Mm3, 4% water)",59.1,32.91,33.30,26.20,42.50,22,1,1
"v10b pass (160 Mm3, 4% water)",59.2,32.46,34.30,26.30,42.70,21,1,1
"v10b pass (160 Mm3, 4% water)",59.3,31.92,34.30,26.20,40.30,19,1,1
"v10b pass (160 Mm3, 4% water)",59.4,31.38,34.80,26.20,40.50,18,1,1
"v10b pass (160 Mm3, 4% water)",59.5,30.83,35.30,26.20,40.30,19,1,1
"v10b pass (160 Mm3, 4% water)",59.6,30.29,35.40,26.20,41.70,20,1,1
"v10b pass (160 Mm3, 4% water)",59.7,29.96,35.30,26.20,41.60,21,1,1
"v10b pass (160 Mm3, 4% water)",59.8,29.63,34.30,22.40,41.60,21,1,1
"v10b pass (160 Mm3, 4% water)",59.9,29.31,31.90,21.30,41.30,23,1,1
"v10b pass (160 Mm3, 4% water)",60.0,28.98,31.90,21.60,42.30,25,1,1
"v10b pass (160 Mm3, 4% water)",60.1,28.70,30.80,21.70,42.20,26,1,1
"v10b pass (160 Mm3, 4% water)",60.2,28.41,34.30,21.90,42.00,27,1,1
"v10b pass (160 Mm3, 4% water)",60.3,28.13,34.60,20.20,42.40,24,1,1
"v10b pass (160 Mm3, 4% water)",60.4,27.84,34.60,20.00,42.60,22,1,1
"v10b pass (160 Mm3, 4% water)",60.5,27.58,35.00,20.20,43.10,24,1,1
"v10b pass (160 Mm3, 4% water)",60.6,27.33,35.10,20.10,43.10,23,1,1
"v10b pass (160 Mm3, 4% water)",60.7,27.07,35.00,20.20,43.10,24,1,1
"v10b pass (160 Mm3, 4% water)",60.8,26.81,34.60,20.20,43.10,24,1,1
"v10b pass (160 Mm3, 4% water)",60.9,26.52,29.70,20.10,43.10,23,1,1
"v10b pass (160 Mm3, 4% water)",61.0,26.24,29.70,20.20,43.00,25,1,1
"v10b pass (160 Mm3, 4% water)",61.1,25.96,29.70,20.20,46.20,25,1,1
"v10b pass (160 Mm3, 4% water)",61.2,25.68,29.30,20.20,46.20,25,1,1
"v10b pass (160 Mm3, 4% water)",61.3,25.41,29.20,20.20,46.20,25,1,1
"v10b pass (160 Mm3, 4% water)",61.4,25.14,29.20,20.40,45.20,27,1,1
"v10b pass (160 Mm3, 4% water)",61.5,24.87,28.10,20.50,44.20,29,1,1
"v10b pass (160 Mm3, 4% water)",61.6,24.59,27.90,19.70,43.70,30,1,1
"v10b pass (160 Mm3, 4% water)",61.7,24.44,27.60,17.70,40.90,30,1,1
"v10b pass (160 Mm3, 4% water)",61.8,24.28,27.20,12.50,41.10,29,1,1
"v10b pass (160 Mm3, 4% water)",61.9,24.13,27.20,12.50,41.10,29,1,1
"v10b pass (160 Mm3, 4% water)",62.0,23.97,26.70,12.50,40.90,30,1,1
"v10b pass (160 Mm3, 4% water)",62.1,23.71,25.00,12.30,38.30,30,1,1
"v10b pass (160 Mm3, 4% water)",62.2,23.45,24.60,12.30,40.90,30,1,1
"v10b pass (160 Mm3, 4% water)",62.3,23.18,24.60,12.20,39.70,29,1,1
"v10b pass (160 Mm3, 4% water)",62.4,22.92,25.40,12.50,38.90,31,1,1
"v10b pass (160 Mm3, 4% water)",62.5,22.74,26.10,12.50,38.80,33,1,1
"v10b pass (160 Mm3, 4% water)",62.6,22.55,26.10,12.50,38.30,33,1,1
"v10b pass (160 Mm3, 4% water)",62.7,22.37,26.10,11.50,38.00,35,1,1
"v10b pass (160 Mm3, 4% water)",62.8,22.19,25.40,11.50,38.00,35,1,1
"v10b pass (160 Mm3, 4% water)",62.9,22.03,25.00,11.70,38.70,36,1,1
"v10b pass (160 Mm3, 4% water)",63.0,21.87,25.00,12.00,38.90,38,1,1
"v10b pass (160 Mm3, 4% water)",63.1,21.71,24.60,11.90,38.90,37,1,1
"v10b pass (160 Mm3, 4% water)",63.2,21.55,25.00,11.70,38.70,36,1,1
"v10b pass (160 Mm3, 4% water)",63.3,21.49,24.30,11.70,38.70,36,1,1
"v10b pass (160 Mm3, 4% water)",63.4,21.43,24.10,11.70,38.70,36,1,1
"v10b pass (160 Mm3, 4% water)",63.5,21.38,24.10,11.70,38.70,36,1,1
"v10b pass (160 Mm3, 4% water)",63.6,21.32,24.60,11.50,38.80,35,1,1
"v10b pass (160 Mm3, 4% water)",63.7,21.28,28.40,11.60,38.80,35,1,1
"v10b pass (160 Mm3, 4% water)",63.8,21.23,28.50,15.50,38.80,34,1,1
"v10b pass (160 Mm3, 4% water)",63.9,21.19,28.50,15.60,38.80,33,1,1
"v10b pass (160 Mm3, 4% water)",64.0,21.14,28.50,15.80,38.80,34,1,1
"v10b pass (160 Mm3, 4% water)",64.1,21.20,28.90,17.60,38.90,31,1,1
"v10b pass (160 Mm3, 4% water)",64.2,21.26,28.90,17.60,38.90,31,1,1
"v10b pass (160 Mm3, 4% water)",64.3,21.32,28.60,17.60,38.60,31,1,1
"v10b pass (160 Mm3, 4% water)",64.4,21.38,28.60,16.60,37.70,27,1,1
"v10b pass (160 Mm3, 4% water)",64.5,21.36,28.60,16.60,37.70,27,1,1
"v10b pass (160 Mm3, 4% water)",64.6,21.35,25.10,16.10,37.20,25,1,1
"v10b pass (160 Mm3, 4% water)",64.7,21.33,24.40,16.60,36.50,27,1,1
"v10b pass (160 Mm3, 4% water)",64.8,21.32,24.70,17.70,38.70,26,1,1
"v10b pass (160 Mm3, 4% water)",64.9,21.27,27.00,18.80,37.60,24,1,1
"v10b pass (160 Mm3, 4% water)",65.0,21.23,28.10,19.60,39.50,26,1,1
"v10b pass (160 Mm3, 4% water)",65.1,21.19,28.60,19.60,38.50,25,1,1
"v10b pass (160 Mm3, 4% water)",65.2,21.14,28.90,20.50,39.40,27,1,1
"v10b pass (160 Mm3, 4% water)",65.3,21.07,28.90,21.00,40.70,28,1,1
"v10b pass (160 Mm3, 4% water)",65.4,20.99,29.00,23.20,40.70,28,0,1
"v10b pass (160 Mm3, 4% water)",65.5,20.91,29.00,23.20,40.70,28,0,1
"v10b pass (160 Mm3, 4% water)",65.6,20.83,29.00,22.60,40.60,29,0,1
"v10b pass (160 Mm3, 4% water)",65.7,20.72,29.00,22.70,40.50,31,0,1
"v10b pass (160 Mm3, 4% water)",65.8,20.62,29.00,22.40,40.50,31,0,1
"v10b pass (160 Mm3, 4% water)",65.9,20.51,29.00,22.40,41.20,31,0,1
"v10b pass (160 Mm3, 4% water)",66.0,20.41,29.30,22.80,43.50,32,0,1
"v10b pass (160 Mm3, 4% water)",66.1,20.42,29.60,22.90,43.60,33,0,1
"v10b pass (160 Mm3, 4% water)",66.2,20.42,29.00,22.30,43.40,35,0,1
"v10b pass (160 Mm3, 4% water)",66.3,20.43,29.00,22.40,43.20,37,0,1
"v10b pass (160 Mm3, 4% water)",66.4,20.44,29.00,21.60,43.20,37,0,1
"v10b pass (160 Mm3, 4% water)",66.5,20.48,28.60,20.90,42.90,39,0,1
"v10b pass (160 Mm3, 4% water)",66.6,20.52,28.20,17.50,42.90,39,1,1
"v10b pass (160 Mm3, 4% water)",66.7,20.56,28.20,17.50,42.90,39,1,1
"v10b pass (160 Mm3, 4% water)",66.8,20.60,28.60,18.80,43.20,37,1,1
"v10b pass (160 Mm3, 4% water)",66.9,20.60,28.40,16.70,43.00,38,1,1
"v10b pass (160 Mm3, 4% water)",67.0,20.60,29.00,16.70,43.20,37,1,1
"v10b pass (160 Mm3, 4% water)",67.1,20.60,27.90,16.60,42.30,34,1,1
"v10b pass (160 Mm3, 4% water)",67.2,20.60,28.20,16.60,42.10,35,1,1
"v10b pass (160 Mm3, 4% water)",67.3,20.57,28.20,16.60,41.30,35,1,1
"v10b pass (160 Mm3, 4% water)",67.4,20.54,27.60,16.60,38.40,35,1,1
"v10b pass (160 Mm3, 4% water)",67.5,20.52,27.20,16.60,38.40,35,1,1
"v10b pass (160 Mm3, 4% water)",67.6,20.49,27.20,16.10,38.80,33,1,1
"v10b pass (160 Mm3, 4% water)",67.7,20.55,27.10,16.20,38.40,35,1,1
"v10b pass (160 Mm3, 4% water)",67.8,20.62,27.10,16.20,35.10,35,1,1
"v10b pass (160 Mm3, 4% water)",67.9,20.68,24.50,16.60,35.10,35,1,1
"v10b pass (160 Mm3, 4% water)",68.0,20.74,25.90,16.60,32.60,35,1,1
"v10b pass (160 Mm3, 4% water)",68.1,21.19,24.50,16.60,30.00,33,1,1
"v10b pass (160 Mm3, 4% water)",68.2,21.64,25.90,16.60,30.00,35,1,1
"v10b pass (160 Mm3, 4% water)",68.3,22.08,25.90,16.20,30.00,35,1,1
"v10b pass (160 Mm3, 4% water)",68.4,22.53,24.50,16.20,30.00,35,1,1
"v10b pass (160 Mm3, 4% water)",68.5,23.08,25.40,16.10,30.00,34,1,1
"v10b pass (160 Mm3, 4% water)",68.6,23.64,26.00,16.40,30.00,32,1,1
"v10b pass (160 Mm3, 4% water)",68.7,24.19,26.00,17.30,30.50,34,1,1
"v10b pass (160 Mm3, 4% water)",68.8,24.75,26.40,18.10,30.90,36,1,1
"v10b pass (160 Mm3, 4% water)",68.9,25.61,26.40,18.90,30.80,38,1,1
"v10b pass (160 Mm3, 4% water)",69.0,26.46,26.60,20.50,31.10,38,1,1
"v10b pass (160 Mm3, 4% water)",69.1,27.32,26.60,20.00,31.10,38,1,1
"v10b pass (160 Mm3, 4% water)",69.2,28.18,26.40,20.10,31.10,40,1,1
"v10b pass (160 Mm3, 4% water)",69.3,29.01,26.00,19.60,30.70,40,1,1
"v10b pass (160 Mm3, 4% water)",69.4,29.83,25.70,19.50,30.70,39,1,1
"v10b pass (160 Mm3, 4% water)",69.5,30.66,25.40,19.40,30.80,38,1,1
"v10b pass (160 Mm3, 4% water)",69.6,31.49,24.90,19.90,30.90,36,0,1
"v10b pass (160 Mm3, 4% water)",69.7,31.85,24.90,19.40,30.80,38,0,1
"v10b pass (160 Mm3, 4% water)",69.8,32.21,25.40,19.30,30.90,36,0,1
"v10b pass (160 Mm3, 4% water)",69.9,32.57,25.40,19.10,30.90,34,0,1
"v10b pass (160 Mm3, 4% water)",70.0,32.93,25.70,19.10,31.00,33,0,1
"v10b pass (160 Mm3, 4% water)",70.1,32.43,25.00,18.90,30.70,31,0,1
"v10b pass (160 Mm3, 4% water)",70.2,31.93,25.00,19.10,30.60,33,0,1
"v10b pass (160 Mm3, 4% water)",70.3,31.42,25.00,19.10,30.30,33,0,1
"v10b pass (160 Mm3, 4% water)",70.4,30.92,24.80,19.10,30.30,33,0,1
"v10b pass (160 Mm3, 4% water)",70.5,31.12,25.00,19.10,30.90,33,0,1
"v10b pass (160 Mm3, 4% water)",70.6,31.31,25.60,19.70,31.00,32,0,1
"v10b pass (160 Mm3, 4% water)",70.7,31.51,25.60,20.00,31.20,34,0,1
"v10b pass (160 Mm3, 4% water)",70.8,31.70,25.50,19.90,31.20,33,0,1
"v10b pass (160 Mm3, 4% water)",70.9,31.70,25.50,19.90,30.90,33,0,1
"v10b pass (160 Mm3, 4% water)",71.0,31.70,25.70,19.90,31.20,33,0,1
"v10b pass (160 Mm3, 4% water)",71.1,31.70,25.70,20.80,34.40,31,1,1
"v10b pass (160 Mm3, 4% water)",71.2,31.70,25.70,19.30,33.70,33,1,1
"v10b pass (160 Mm3, 4% water)",71.3,31.26,25.50,18.90,33.70,33,1,1
"v10b pass (160 Mm3, 4% water)",71.4,30.82,25.80,19.10,33.30,34,1,1
"v10b pass (160 Mm3, 4% water)",71.5,30.38,25.50,16.20,33.00,35,1,1
"v10b pass (160 Mm3, 4% water)",71.6,29.94,25.40,13.70,33.30,34,1,1
"v10b pass (160 Mm3, 4% water)",71.7,29.51,25.40,14.10,32.70,36,1,1
"v10b pass (160 Mm3, 4% water)",71.8,29.09,25.20,13.90,33.00,35,1,1
"v10b pass (160 Mm3, 4% water)",71.9,28.66,25.10,14.30,32.30,37,1,1
"v10b pass (160 Mm3, 4% water)",72.0,28.24,24.80,14.50,32.00,38,1,1
"v10b pass (160 Mm3, 4% water)",72.1,27.80,24.40,14.30,32.30,37,1,1
"v10b pass (160 Mm3, 4% water)",72.2,27.35,24.40,14.70,32.70,39,1,1
"v10b pass (160 Mm3, 4% water)",72.3,26.91,24.40,14.70,32.70,39,1,1
"v10b pass (160 Mm3, 4% water)",72.4,26.46,24.40,14.70,33.70,39,1,1
"v10b pass (160 Mm3, 4% water)",72.5,26.39,24.40,15.10,33.80,38,1,1
"v10b pass (160 Mm3, 4% water)",72.6,26.32,23.90,15.10,33.20,34,1,1
"v10b pass (160 Mm3, 4% water)",72.7,26.25,23.90,15.10,33.20,34,1,1
"v10b pass (160 Mm3, 4% water)",72.8,26.18,22.90,15.10,32.20,32,1,1
"v10b pass (160 Mm3, 4% water)",72.9,26.78,22.40,15.10,32.30,31,1,1
"v10b pass (160 Mm3, 4% water)",73.0,27.37,21.50,14.90,32.40,30,1,1
"v10b pass (160 Mm3, 4% water)",73.1,27.96,20.90,14.10,30.20,26,1,1
"v10b pass (160 Mm3, 4% water)",73.2,28.55,20.90,14.10,30.20,26,1,1
"v10b pass (160 Mm3, 4% water)",73.3,29.28,20.90,13.70,30.40,24,1,1
"v10b pass (160 Mm3, 4% water)",73.4,30.02,21.40,15.10,31.50,24,1,1
"v10b pass (160 Mm3, 4% water)",73.5,30.75,22.10,15.10,31.50,24,1,1
"v10b pass (160 Mm3, 4% water)",73.6,31.49,24.80,18.10,31.70,22,1,1
"v10b pass (160 Mm3, 4% water)",73.7,32.04,26.00,18.20,32.20,24,1,1
"v10b pass (160 Mm3, 4% water)",73.8,32.59,27.30,18.20,32.20,23,0,1
"v10b pass (160 Mm3, 4% water)",73.9,33.14,28.00,18.20,32.20,24,0,1
"v10b pass (160 Mm3, 4% water)",74.0,33.70,28.40,18.20,32.20,24,0,1
"v10b pass (160 Mm3, 4% water)",74.1,34.32,28.60,20.40,32.30,22,0,1
"v10b pass (160 Mm3, 4% water)",74.2,34.94,28.60,20.60,32.60,24,0,1
"v10b pass (160 Mm3, 4% water)",74.3,35.56,28.50,21.30,32.50,23,0,1
"v10b pass (160 Mm3, 4% water)",74.4,36.18,28.50,20.40,32.60,22,0,1
"v10b pass (160 Mm3, 4% water)",74.5,36.29,28.50,20.70,31.90,20,0,1
"v10b pass (160 Mm3, 4% water)",74.6,36.39,28.50,21.30,31.90,20,0,1
"v10b pass (160 Mm3, 4% water)",74.7,36.50,28.50,22.00,31.80,22,0,1
"v10b pass (160 Mm3, 4% water)",74.8,36.61,28.50,19.50,32.40,24,0,1
